id,project_id,ownername,reponame,merged_or_not,lifetime_minutes,mergetime_minutes,num_commits,src_churn,test_churn,files_added,files_deleted,files_modified,files_changed,src_files,doc_files,other_files,num_commit_comments,num_issue_comments,num_comments,num_participants,sloc,team_size,perc_external_contribs,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,prev_pullreqs,requester_succ_rate,followers,churn_addition,churn_deletion,pr_comment_num,comment_num,perc_neg_emotion,perc_pos_emotion,perc_neu_emotion,part_num_issue,part_num_commit,part_num_pr,part_num_code,comment_conflict,hash_tag,at_tag,test_inclusion,description_length,bug_fix,ci_exists,ci_latency,ci_build_num,ci_test_passed,ci_failed_perc,ci_first_build_status,ci_last_build_status,language,fork_num,project_age,open_issue_num,pr_succ_rate,open_pr_num,first_response_time,pushed_delta,acc_commit_num,first_pr,account_creation_days,core_member,contrib_gender,contrib_country,contrib_affiliation,contrib_open,contrib_cons,contrib_extra,contrib_agree,contrib_neur,perc_contrib_neg_emo,perc_contrib_pos_emo,perc_contrib_neu_emo,contrib_first_emo,prior_review_num,inte_country,inte_affiliation,inte_open,inte_cons,inte_extra,inte_agree,inte_neur,perc_inte_neg_emo,perc_inte_pos_emo,perc_inte_neu_emo,inte_first_emo,contrib_follow_integrator,prior_interaction,social_strength,same_country,same_affiliation,open_diff,cons_diff,extra_diff,agree_diff,neur_diff,has_comments,has_participants,has_exchange,contrib_comment,inte_comment,reviewer_comment,other_comment,num_comments_con,num_code_comments,num_code_comments_con,integrator_availability,friday_effect,contrib_rate_author,reopen_or_not,first_close_minutes,reopen_num
6223,1334,rails,rails,1,605,605,1,6,0,0,0,1,1,1,0,0,0,3,3,2,65775,54,0.100264,0,688.357,55.3826,163.03,36413,447,0.979866,509,3,3,0,3,"","","",2,0,0,0,0,0,0,0,10,"",1,1198,1,0,1,failure,failure,Ruby,14265,104,867,0.933613,920,0,4,640,0,3130,1,"",japan,"",0.810294,0.627716,0.472563,0.639982,0.468908,0,0,0,"",459,denmark,"",0.801955,0.629848,0.475906,0.675781,0.475391,0,1,0,positive,0,138,0.0194099,0,"",0.00833904,0.00213272,0.00334289,0.0357993,0.00648323,1,1,0,0,1,1,0,0,0,0,15,1,0.00922882,0,605,0
6752,64836,joblib,joblib,1,2915,2915,5,509,9,0,0,5,5,5,0,0,0,6,6,2,6088,7,0.046875,2,217.28,13.1139,34.199,1035,2,1,21,325,193,0,6,0.333333,0.166667,0.5,2,0,0,0,0,1,0,0,6,"",1,278,14,0,0.214286,success,success,Python,170,95,110,0.932945,32,894,833627,8,0,1907,1,male,france,"",0.817882,0.649701,0.451239,0.607839,0.462738,1,0,0,negative,88,france,inria,0.822707,0.621743,0.465336,0.617093,0.50848,0.2,0.2,0.6,negative,1,8,0.352941,1,"",0.0048249,0.0279583,0.0140967,0.00925358,0.0457423,1,1,1,1,1,1,0,1,0,0,171,0,0.00665557,0,2915,0
12401,15430259,chef,chef,1,42,42,2,1264,0,1,0,1,2,2,0,0,0,2,3,2,65639,26,0.0400925,0,614.186,58.6959,100.199,1431,7,1,24,1262,2,1,3,0,0.333333,0.666667,2,0,1,1,0,0,0,0,190,"",1,"","","","","","",Ruby,1542,93,567,0.974676,75,31,29965,80,0,1793,1,male,united states,chef,0.822365,0.647376,0.477106,0.648962,0.48309,0,0,0,"",270,united kingdom,chef,0.801285,0.63808,0.487464,0.68501,0.510576,0,0.5,0.5,neutral,0,62,0.0714286,0,1,0.0210799,0.00929589,0.010358,0.0360472,0.0274858,1,1,1,1,1,1,0,0,1,0,54,1,0.00735362,0,42,0
12821,1953978,sbt,sbt,1,58,58,1,21,0,0,0,3,3,2,0,1,0,1,1,1,38934,4,0.039548,8,162.061,2.60417,7.03771,4045,50,1,6,19,2,0,1,0,0,1,1,0,0,0,0,0,0,0,102,"",1,3020,1,1,0,success,success,Scala,778,115,717,0.966001,37,38,169611,214,0,2347,1,male,united states,"",0.818261,0.593242,0.44326,0.619168,0.460391,0,0,0,"",859,united states,lightbend,0.818364,0.601616,0.475528,0.633011,0.470277,0,0,1,neutral,0,170,0.105263,1,"",0.000102804,0.00837415,0.0322675,0.0138428,0.00988575,1,1,0,0,1,1,0,0,0,0,16,0,0.0252567,0,58,0
13122,1334,rails,rails,1,30692,30692,2,310,18,0,0,4,4,4,0,0,0,0,10,2,81057,69,0.0865504,4,691.713,52.8588,159.405,47572,152,0.730263,179,199,129,10,10,0.1,0,0.9,0,0,2,2,0,0,1,1,270,"",1,2161,3,0,0.333333,success,success,Ruby,19361,130,1238,0.929462,1033,1444,14924,198,0,3471,1,male,ukraine,"",0.828935,0.617147,0.474227,0.653065,0.522225,0.333333,0,0.666667,neutral,992,japan,"",0.810294,0.627716,0.472563,0.639982,0.468908,0,0,1,neutral,0,15,0.00260586,0,"",0.0186408,0.0105684,0.00166418,0.0130835,0.0533174,1,1,1,1,1,1,0,3,10,3,184,0,0.00237898,0,30692,0
13697,30838963,ruby,spec,1,28966,28966,19,2304,0,4,0,8,12,7,0,1,0,18,76,4,154002,8,0.444751,0,1.19336,0.0129713,0.0129713,108,15,1,21,1705,599,58,76,0.157895,0.0921053,0.75,4,0,3,3,0,0,1,1,55,"",1,"","","","","","",Ruby,291,105,9,0.987342,11,7334,21898,57,0,2387,1,male,ukraine,"",0.811907,0.622417,0.458905,0.654467,0.567052,0.238095,0,0.761905,negative,252,austria,"",0.829941,0.618625,0.465409,0.668803,0.471388,0.136364,0.0681818,0.795455,neutral,0,84,0.269231,0,"",0.0180339,0.00379169,0.00650416,0.0143362,0.095664,1,1,1,1,1,1,0,21,58,13,6,0,0.0280236,0,28966,0
14672,31723,scipy,scipy,1,80264,80264,13,156,25,0,0,2,2,2,0,0,0,16,52,3,77066,22,0.268657,13,434.253,33.211,82.888,5632,5,1,2,115,66,36,52,0.0576923,0.173077,0.769231,2,0,3,3,0,0,1,1,269,"",1,1772,12,0,0.333333,failure,success,Python,2828,93,1474,0.945742,275,4083,8739,53,0,1947,1,male,united states,virginia polytechnic institute and state university,0.82394,0.624103,0.48493,0.628108,0.500692,0.0769231,0.307692,0.615385,negative,10,switzerland,"",0.833388,0.640435,0.47274,0.646056,0.502834,0.04,0.04,0.92,neutral,0,115,0.0550459,0,"",0.00944809,0.0163316,0.0121904,0.0179482,0.00214179,1,1,1,1,1,1,1,26,36,14,16,0,0.00273548,0,80264,0
15423,1142,saltstack,salt,1,26794,26794,11,1124,0,0,0,1,1,1,0,0,0,7,11,4,335754,31,0.177999,0,302.126,16.5243,36.4781,10018,3,1,0,565,559,4,11,0.272727,0.0909091,0.636364,4,0,2,2,0,1,1,0,109,"",1,"","","","","","",Python,4670,91,5943,0.974837,561,3914,11937,17,0,2710,0,female,united states,"",0.813167,0.63341,0.501297,0.657741,0.420527,0.25,0,0.75,neutral,6822,united states,saltstack,0.80965,0.698966,0.504096,0.755121,0.50255,0,0.5,0.5,neutral,0,9,0,1,"",0.00351733,0.0655552,0.0027996,0.0973798,0.082023,1,1,1,1,1,1,1,4,4,2,54,0,0.0001676,0,26794,0
17459,19621554,mozilla,pontoon,1,17680,17680,8,771,0,9,0,18,27,18,4,0,0,3,6,2,14131,6,0.0837438,18,418.501,14.8142,51.3971,477,90,0.977778,120,585,186,3,6,0.166667,0.166667,0.666667,2,0,2,2,0,0,0,0,41,"",1,484,6,0,0.5,success,success,Python,214,96,4,0.989556,16,322,68654,244,0,3147,1,male,france,mozilla,0.816778,0.630276,0.46117,0.684088,0.452596,0,0,1,neutral,864,slovenia,mozilla,0.820978,0.640873,0.476654,0.651827,0.493132,0.25,0.25,0.5,positive,0,103,0.25,0,1,0.00419919,0.0105972,0.0154843,0.032261,0.0405364,1,1,1,1,1,1,0,2,3,1,74,0,0.0715333,0,17680,0
18525,1953978,sbt,sbt,1,64972,64972,7,1158,160,9,0,19,28,24,0,1,0,16,43,4,28387,4,0.0263158,78,167.951,2.72591,4.71906,3310,321,0.975078,502,1143,175,27,43,0.0232558,0.0697674,0.906977,4,0,3,3,0,1,1,1,232,"",1,60046,8,0,0.5,failure,success,Scala,581,95,702,0.960448,38,47100,126738,1617,0,2764,1,male,united states,lightbend,0.818364,0.601616,0.475528,0.633011,0.470277,0,0.0714286,0.928571,neutral,142,united kingdom,lightbend,0.813636,0.596182,0.471551,0.653622,0.479763,0.0666667,0.133333,0.8,positive,1,423,0.185185,0,1,0.0047283,0.00543373,0.00397652,0.0206116,0.00948541,1,1,1,1,1,1,1,14,27,11,5,0,0.234824,0,64972,0
21709,847,puppetlabs,puppet,1,4149,4149,2,1424,0,0,0,4,4,3,0,1,0,4,4,3,113577,34,0.0184874,10,579.88,56.983,96.736,5831,58,0.982759,42,712,712,0,4,0,0,1,3,0,0,0,0,1,0,0,160,"",1,985,2,0,0.5,success,failure,Ruby,2199,94,0,0.97104,194,58,8883,341,0,3275,1,male,united states,puppet,0.82423,0.614561,0.440286,0.637518,0.453924,0,0,1,neutral,228,united states,puppetlabs,0.805854,0.606348,0.443707,0.639851,0.486353,0,0,1,neutral,0,14,0.0135135,1,0,0.0183763,0.00821331,0.00342091,0.00233298,0.0324285,1,1,1,1,1,1,1,1,0,0,1,1,0.0114795,0,4149,0
21817,19428,mne-tools,mne-python,1,10690,10690,11,2069,0,3,0,16,19,14,0,1,0,9,73,6,60876,21,0.0857143,5,210.725,6.06776,41.1648,892,33,0.969697,32,1477,592,64,73,"","","",3,0,6,6,0,1,1,0,61,"",1,3355,9,0,0.555556,failure,success,Python,564,99,346,0.969198,113,6,19839,119,0,2544,1,male,united states,university of washington,0.81333,0.602526,0.457608,0.62678,0.53567,0,0.047619,0.952381,neutral,1554,france,inria,0.796822,0.635071,0.498927,0.661277,0.489847,0,0.166667,0.833333,neutral,0,161,0.147727,0,0,0.016508,0.0325456,0.0413193,0.0344971,0.0458235,1,1,1,1,1,1,0,21,64,15,3,0,0.00505115,0,10690,0
23200,5219,scikit-learn,scikit-learn,1,3146,3566,2,377,375,0,2,2,4,3,0,0,0,2,3,3,62927,60,0.200756,17,398.237,21.6504,78.8077,36720,86,0.895349,184,1,751,1,3,0,0,1,2,0,1,1,0,0,1,0,12,"",1,"","","","","","",Python,17031,104,1512,0.900664,758,1702,10701,451,0,1831,1,male,france,"",0.822899,0.639264,0.459738,0.655064,0.502442,0,0,1,neutral,428,china,peking university,0.808955,0.629686,0.470049,0.667386,0.555706,0,0,1,neutral,0,191,0.0587002,0,"",0.0139446,0.00957871,0.0103107,0.0123211,0.0532645,1,1,1,1,1,1,0,1,1,0,18,0,0.0107882,0,3146,0
24628,1334,rails,rails,1,63284,63284,3,0,4,0,0,2,2,1,0,1,0,5,11,4,68318,69,0.0942149,16,692.224,54.4345,163.047,39573,112,1,35,4,0,6,11,"","","",3,0,2,2,0,1,1,0,116,"",1,1757,8,0,0.25,success,success,Ruby,15455,111,912,0.932782,993,0,8364,111,0,3018,1,male,japan,"",0.815245,0.644309,0.513783,0.659351,0.493804,0,0.166667,0.833333,neutral,169,japan,"",0.810294,0.627716,0.472563,0.639982,0.468908,0,0,1,neutral,0,61,0.0103169,1,"",0.00495113,0.0165927,0.0412198,0.0193696,0.0248962,1,1,1,1,1,1,0,6,6,3,23,0,0.00151092,0,63284,0
29687,5854,mozilla,kitsune,1,1331,1331,3,80,0,2,1,9,12,2,6,3,0,5,8,2,20118,4,0.20155,12,406.321,29.8935,16.1419,535,15,0.933333,55,75,5,3,8,0.25,0.375,0.375,2,0,1,1,0,0,0,0,41,"",1,529,3,0,0.333333,failure,success,Python,396,104,78,0.976707,45,16,174739,37,0,3017,1,male,united states,mozilla,0.81334,0.671629,0.484103,0.662656,0.495394,0,1,0,positive,48,united states,mozilla,0.809424,0.646682,0.458404,0.66697,0.433674,0.285714,0.285714,0.428571,neutral,0,121,0.136364,1,1,0.00391627,0.0249465,0.0256995,0.00431448,0.0617204,1,1,1,1,1,1,0,1,3,0,21980,0,0.00423438,0,1331,0
30182,1334,rails,rails,1,1182,1182,1,0,9,0,0,1,1,1,0,0,0,6,6,2,66060,58,0.0936754,4,691.553,54.7322,162.59,36642,5,1,53,9,0,0,6,0.4,0.4,0.2,2,0,0,0,0,0,1,0,79,"",1,1297,1,1,0,success,success,Ruby,14294,105,872,0.933878,898,1048,2501,8,0,2290,0,male,ireland,intercom,0.821408,0.609996,0.464017,0.624894,0.482812,1,0,0,negative,492,denmark,"",0.801955,0.629848,0.475906,0.675781,0.475391,0,0.666667,0.333333,positive,0,14,0.0108025,0,"",0.019453,0.0198525,0.0118886,0.0508876,0.00742072,1,1,1,1,1,1,0,2,0,0,71,0,0.000114723,1,1047,1
31201,17735,fatfreecrm,fat_free_crm,1,16776,16776,8,26,0,0,0,9,9,7,0,2,0,5,5,2,8702,3,0.335714,23,579.776,51.526,125.942,3361,34,0.970588,74,13,13,0,5,0.2,0.2,0.6,2,0,0,0,0,1,0,0,36,"",1,6643,5,0,0.8,failure,success,Ruby,1263,109,81,0.916933,18,1603,77,336,0,2699,1,male,australia,"",0.807365,0.584029,0.461305,0.6354,0.521493,0.333333,0.333333,0.333333,neutral,29,japan,"",0.817232,0.643511,0.471274,0.658153,0.544575,0,0,1,neutral,0,123,0.0243902,0,"",0.00986662,0.0594825,0.00996841,0.0227532,0.0230823,1,1,1,1,1,1,0,3,0,0,0,0,0.0671866,1,15908,1
36651,5854,mozilla,kitsune,1,3879,3879,1,6,0,0,0,1,1,1,0,0,0,1,1,1,19872,7,0.0321285,6,408.976,30.039,16.1497,504,13,1,121,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,19,"",1,1451,1,0,1,failure,failure,Python,373,98,51,0.977355,42,3879,27768,47,0,3340,1,male,united states,mozilla,0.79013,0.63604,0.47984,0.65163,0.512319,0,0,0,"",163,greece,mozilla,0.795287,0.657313,0.496109,0.688042,0.478153,0,1,0,positive,1,95,0.119048,0,1,0.00515636,0.0212726,0.0162686,0.0364115,0.0341665,1,1,0,0,1,1,0,0,0,0,18019,1,0.00551837,0,3879,0
42251,90825,miekg,dns,1,32276,32276,1,77,0,0,0,1,1,1,0,0,0,2,2,2,274227,3,0.149425,3,245.713,0,15.4941,3342,3,1,2,63,14,0,2,"","","",2,0,0,0,0,1,0,0,155,"",1,"","","","","","",Go,590,103,28,0.971429,13,7,46406,9,0,1029,1,male,united states,infoblox,0.823285,0.664783,0.480605,0.625876,0.482898,0,0,0,"",486,united kingdom,"",0.795673,0.611389,0.472381,0.638599,0.490312,0,0,1,neutral,0,11,0.157895,0,"",0.0276117,0.0533933,0.00822395,0.0127231,0.00741425,1,1,0,0,1,1,1,0,0,0,15,0,0.0032967,0,32276,0
46034,5219,scikit-learn,scikit-learn,1,1012,1012,4,6,13,0,0,2,2,2,0,0,0,4,4,3,59829,42,0.440741,3,372.875,20.4084,79.8096,29302,466,0.980687,5247,15,4,0,4,0,0,1,3,0,0,0,0,1,0,1,36,"",1,2158,1,1,0,success,success,Python,13079,93,1212,0.919954,659,340,9225,2621,0,2771,1,male,united states,"",0.821009,0.602839,0.450337,0.667207,0.498881,0,0,0,"",559,france,inria,0.822707,0.621743,0.465336,0.617093,0.50848,0,0,1,neutral,1,490,0.0862534,0,"",0.00169873,0.018904,0.0149992,0.0501142,0.00959957,1,1,0,0,1,1,0,0,0,0,2,0,0.071571,0,1012,0
49172,5219,scikit-learn,scikit-learn,1,16930,16930,36,86,343,1,0,13,14,10,0,2,0,41,81,5,61580,62,0.199564,5,395.059,21.7005,78.9626,36478,78,0.884615,184,177,252,40,81,0.135802,0.0617284,0.802469,4,0,5,5,0,0,1,1,30,"",1,"","","","","","",Python,16895,104,1499,0.901591,755,479,35525,428,0,1819,1,male,france,"",0.822899,0.639264,0.459738,0.655064,0.502442,0.166667,0.0666667,0.766667,neutral,645,france,inria,0.822707,0.621743,0.465336,0.617093,0.50848,0.125,0.125,0.75,positive,1,174,0.0504202,1,"",0.000192122,0.0175216,0.00559736,0.0379717,0.00603866,1,1,1,1,1,1,0,30,40,10,1,0,0.0102734,0,16930,0
51001,152996,kmuto,review,1,93,93,10,455,0,1,0,12,13,5,4,3,1,2,3,2,11437,3,0.0759494,25,453.298,45.4589,77.5813,672,2,1,16,430,25,0,3,0,0,1,1,1,0,1,0,0,1,0,16,"",1,190,1,1,0,success,success,Ruby,154,104,84,0.984639,20,93,36980,20,0,2811,0,"",japan,"",0.718474,0.592244,0.532512,0.718438,0.693355,0,0,1,neutral,179,japan,"",0.721256,0.592209,0.53286,0.718538,0.753532,0,0,1,neutral,0,13,0.428571,1,"",0.00278232,0.0000354849,0.000348192,0.000100243,0.0601764,1,1,1,1,1,1,0,1,1,1,1146,0,0.00625391,0,93,0
51579,1334,rails,rails,1,54,54,1,7,0,0,0,1,1,1,0,0,0,0,3,2,67693,72,0.108828,2,690.308,54.5059,162.758,38165,557,0.97307,515,3,4,3,3,0,0.333333,0.666667,0,0,2,2,0,0,0,0,15,"",1,1616,1,1,0,success,success,Ruby,14837,108,851,0.933344,961,22,4841,798,0,3236,1,"",japan,"",0.810294,0.627716,0.472563,0.639982,0.468908,0,0,1,neutral,536,denmark,"",0.801955,0.629848,0.475906,0.675781,0.475391,0,0.5,0.5,neutral,0,278,0.0226074,0,"",0.00833904,0.00213272,0.00334289,0.0357993,0.00648323,1,1,1,1,1,1,0,1,3,1,37,0,0.0111541,0,54,0
53819,5219,scikit-learn,scikit-learn,1,2879,2879,3,14,0,0,0,1,1,1,0,0,0,2,4,2,65050,51,0.273519,0,364.734,19.9027,76.105,32140,103,0.980583,28,7,7,2,4,0,0,1,2,0,1,1,0,1,1,0,29,"",1,1266,3,1,0,success,success,Python,14582,97,1322,0.914804,681,124,10792,306,0,1260,1,"",china,peking university,0.808955,0.629686,0.470049,0.667386,0.555706,0,0,1,neutral,608,france,inria,0.822707,0.621743,0.465336,0.617093,0.50848,0,0,1,neutral,1,532,0.062954,0,0,0.0137524,0.00794292,0.00471339,0.0502928,0.0472258,1,1,1,1,1,1,0,1,2,0,21,0,0.00799895,0,2879,0
55250,5219,scikit-learn,scikit-learn,1,4125,4125,4,2,32,0,0,4,4,2,0,0,0,5,6,3,62897,60,0.19697,2,398.172,21.6439,78.8154,36667,82,0.890244,184,30,4,1,6,0,0,1,3,0,1,1,0,1,0,1,32,"",1,"","","","","","",Python,17002,104,1510,0.900944,761,1493,15744,439,0,1828,1,male,france,"",0.822899,0.639264,0.459738,0.655064,0.502442,0,0,1,neutral,427,china,peking university,0.808955,0.629686,0.470049,0.667386,0.555706,0,0,1,neutral,0,170,0.0587002,0,"",0.0139446,0.00957871,0.0103107,0.0123211,0.0532645,1,1,1,1,1,1,0,2,1,0,14,1,0.0105102,0,4125,0
55691,847,puppetlabs,puppet,1,213,213,1,86,28,0,4,2,6,6,0,0,0,5,5,4,108059,35,0.0293296,15,575.33,56.183,95.475,5996,447,0.988814,46,4,110,0,5,0.4,0,0.6,4,0,0,0,0,0,0,0,25,"",1,928,1,1,0,success,success,Ruby,2265,98,0,0.971465,175,13,49373,1871,0,2794,1,male,united states,puppetlabs,0.800057,0.616456,0.460409,0.611459,0.488757,0.5,0,0.5,neutral,50,united states,puppetlabs,0.762276,0.593519,0.422047,0.575001,0.576165,1,0,0,negative,0,181,0.101974,1,1,0.0377809,0.0229368,0.0383621,0.036458,0.0874077,1,1,1,1,1,1,0,2,0,0,1,0,0.0605502,0,213,0
61955,1953978,sbt,sbt,1,12506,12506,2,52,0,0,0,2,2,2,0,0,0,2,5,2,35003,4,0.155914,36,161.866,2.99308,5.69882,3883,4,1,73,45,7,3,5,0,0,1,1,0,1,1,0,0,1,0,46,"",1,46489,7,0,0.285714,success,success,Scala,743,109,681,0.964713,41,8387,9417,9,0,1801,1,female,portugal,"",0.812981,0.661204,0.477107,0.689312,0.482143,0,0,1,neutral,793,united states,lightbend,0.818364,0.601616,0.475528,0.633011,0.470277,0,0,1,neutral,0,17,0.0526316,0,"",0.00538315,0.0595877,0.00157894,0.0563011,0.0118658,1,1,1,1,1,1,0,2,3,0,37,0,0.00111303,1,10214,2
68157,30838963,ruby,spec,1,1095,1095,3,26,0,1,0,0,1,2,0,0,0,1,4,2,151577,3,0.506024,0,1.21243,0.0131786,0.0131786,107,3,1,86,25,1,3,4,0,0,1,1,0,1,1,0,1,0,0,31,"",1,"","","","","","",Ruby,279,104,7,0.98524,11,619,13604,11,0,3288,0,male,united states,github,0.819924,0.673756,0.474349,0.691972,0.554168,0,0,1,neutral,206,austria,"",0.829941,0.618625,0.465409,0.668803,0.471388,0,0,1,neutral,0,15,0.0416667,0,"",0.0100176,0.0551305,0.00893977,0.0231684,0.0827804,1,1,1,1,1,1,0,1,3,0,7,0,0.00605727,0,1095,0
68315,31723,scipy,scipy,1,7456,7456,2,38,0,0,0,1,1,1,0,0,0,6,7,3,77533,27,0.273476,7,438.557,33.7374,83.4999,5430,22,0.909091,41,12,26,1,7,0.285714,0,0.714286,3,0,1,1,0,1,1,0,175,"",1,1813,3,0,0.333333,success,success,Python,2743,92,1438,0.94594,255,107,22440,178,0,1514,1,male,united states,"",0.82986,0.595474,0.458178,0.618698,0.530798,0.333333,0,0.666667,negative,1234,new zealand,"",0.809818,0.626611,0.489438,0.676578,0.469803,0.5,0,0.5,neutral,0,120,0.087963,0,"",0.0200424,0.0311372,0.0312597,0.0578803,0.0609945,1,1,1,1,1,1,0,3,1,0,150,1,0.00932523,0,7456,0
73045,15430259,chef,chef,1,8322,8322,7,399,295,1,0,10,11,10,1,0,0,3,15,4,69554,24,0.0202102,41,618.374,61.534,102.12,3048,7,0.857143,21,399,295,12,15,0.0666667,0.133333,0.8,3,0,3,3,0,1,1,1,353,"",1,"","","","","","",Ruby,2143,123,660,0.974967,98,51,815,175,0,2754,1,male,united states,chef,0.817328,0.635921,0.465639,0.633108,0.508674,0,0.666667,0.333333,positive,204,united states,chef,0.814393,0.626188,0.481435,0.636458,0.48082,0,0,1,neutral,0,189,0.0588235,1,1,0.00293501,0.00973237,0.0157958,0.00334915,0.0278546,1,1,1,1,1,1,0,3,12,2,27,0,0.00833016,0,8322,0
73232,1334,rails,rails,1,94,94,2,0,58,0,0,3,3,3,0,0,0,3,9,2,82104,74,0.0975904,7,692.638,52.657,160.015,48190,208,0.980769,36,14,44,6,9,0,0.222222,0.777778,1,0,2,2,0,1,0,1,525,"",1,"","","","","","",Ruby,19666,132,1271,0.928358,1044,63,27071,241,0,3668,1,male,japan,"",0.815245,0.644309,0.513783,0.659351,0.493804,0,0.4,0.6,neutral,1070,japan,"",0.810294,0.627716,0.472563,0.639982,0.468908,0,0,1,neutral,0,40,0.00579897,1,"",0.00495113,0.0165927,0.0412198,0.0193696,0.0248962,1,1,1,1,1,1,0,5,6,2,110,0,0.00286159,0,94,0
76021,1334,rails,rails,1,3,3,1,8,0,0,0,1,1,1,0,0,0,2,2,2,65192,81,0.0913091,0,688.457,55.3726,162.978,33760,6,1,51,4,4,0,2,"","","",2,0,0,0,0,0,0,0,40,"",0,"","","","","","",Ruby,13122,98,725,0.934074,816,0,42159,14,0,993,1,male,united states,stitchfix,0.805521,0.667262,0.501653,0.697823,0.51309,0,0,0,"",132,united states,"",0.789907,0.677761,0.505447,0.712054,0.564394,0,1,0,positive,0,16,0.00404204,1,"",0.0156143,0.0104989,0.00379402,0.0142313,0.0513048,1,1,0,0,1,1,0,0,0,0,9,0,0.000211752,0,3,0
83288,5955,rsim,oracle-enhanced,1,321,321,4,10,60,0,0,3,3,3,0,0,0,5,5,2,3669,3,0.00714286,0,605.017,44.3535,66.9609,471,17,1,112,35,35,0,5,0.2,0.2,0.6,2,0,0,0,0,1,1,1,139,"",1,348,4,0,0.75,failure,success,Ruby,253,106,87,0.983762,13,27,20155,28,0,3200,1,male,japan,"",0.825723,0.67231,0.518651,0.71085,0.512051,0.5,0.5,0,positive,639,japan,"",0.815245,0.644309,0.513783,0.659351,0.493804,0,0,1,neutral,0,53,0.0952381,1,"",0.0104777,0.0280013,0.00486857,0.0514981,0.0182469,1,1,1,1,1,1,0,2,0,0,49,0,0.0137457,0,321,0
89072,1334,rails,rails,1,977,977,2,32,46,0,1,5,6,6,0,0,0,10,12,5,64196,85,0.0942216,45,687.174,55.5861,162.061,31738,182,0.945055,88,28,50,2,12,"","","",5,0,2,2,0,0,1,0,41,"",1,1886,2,0,1,failure,failure,Ruby,12685,94,697,0.933819,689,0,10309,224,0,917,1,male,japan,"",0.812362,0.655412,0.500038,0.688261,0.598955,0,0.6,0.4,neutral,917,switzerland,"",0.820693,0.677329,0.501242,0.68758,0.513543,0,0,1,neutral,0,55,0.0167224,0,"",0.00833148,0.0219173,0.00120396,0.000680937,0.0854115,1,1,1,1,1,1,0,5,2,1,13,0,0.00350405,0,977,0
89190,31723,scipy,scipy,1,30022,30022,3,0,3,0,0,2,2,1,0,1,0,10,10,3,77872,25,0.194991,1,432.573,33.0887,82.5215,5789,48,0.916667,41,3,0,0,10,0.2,0.1,0.7,3,0,0,0,0,1,0,1,119,"",1,1675,4,0,0.25,success,success,Python,2892,94,1497,0.944507,295,4,23599,230,0,1598,1,male,united states,"",0.82986,0.595474,0.458178,0.618698,0.530798,0,0.2,0.8,neutral,1302,new zealand,"",0.809818,0.626611,0.489438,0.676578,0.469803,0.5,0,0.5,neutral,0,192,0.130045,0,"",0.0200424,0.0311372,0.0312597,0.0578803,0.0609945,1,1,1,1,1,1,0,5,0,0,74,1,0.0117174,0,30022,0
93090,1334,rails,rails,1,5856,5856,1,128,67,3,2,4,9,9,0,0,0,8,23,4,60831,76,0.120879,30,691.764,56.7413,164.164,29998,2,1,25,144,51,15,23,"","","",4,0,2,2,0,1,1,0,16,"",1,2149,10,0,0.8,failure,success,Ruby,12420,91,656,0.932046,660,0,18657,10,0,1904,1,male,united states,zillow,0.811872,0.626908,0.484116,0.678056,0.519892,0,0.4,0.6,positive,184,denmark,"",0.801955,0.629848,0.475906,0.675781,0.475391,0,0.0625,0.9375,neutral,0,10,0.00259291,0,"",0.00991634,0.00293998,0.00821035,0.00227523,0.044501,1,1,1,1,1,1,1,5,15,2,101,0,0.000163658,0,5856,0
100519,607672,benwbrum,fromthepage,1,2884,2884,1,133,0,5,1,7,13,7,6,0,0,2,8,2,12403,4,0.0157068,14,0,0,0,90,7,1,13,128,5,6,8,0,0.25,0.75,1,0,2,2,0,1,0,0,257,"",1,"","","","","","",JavaScript,36,104,192,0.971129,10,2860,411444,73,0,1521,1,"",united states,"",0.826752,0.671817,0.481001,0.639146,0.39962,0,0,1,neutral,37,united states,"",0.828118,0.643864,0.47195,0.62881,0.485437,0,1,0,positive,0,103,0.272727,1,"",0.00136674,0.027953,0.00905105,0.0103361,0.0858173,1,1,1,1,1,1,0,6,6,4,124,0,0.0231526,0,2884,0
101764,1142,saltstack,salt,1,123,123,1,0,20,0,0,1,1,1,0,0,0,2,2,2,336228,33,0.1807,7,302.822,16.4804,36.4402,10123,744,0.982527,15,13,7,0,2,1,0,0,2,0,0,0,0,0,0,1,45,"",1,"","","","","","",Python,4733,92,6022,0.974873,563,71,394,2207,0,1466,1,male,united states,"",0.803001,0.630987,0.434723,0.59206,0.485563,0,0,0,"",6295,united states,saltstack,0.808434,0.691471,0.484677,0.694033,0.476709,1,0,0,negative,0,266,0.0748032,1,"",0.00543358,0.0604841,0.0499542,0.101973,0.00885405,1,1,0,0,1,1,0,0,0,0,4,0,0.0214833,0,123,0
